Name,Date,Rate,Votes,Genre,Duration,Certificate,Nudity,Violence,Profanity,Alcohol,Frightening
Zombie Strippers!,2008,4.1,18110,"Comedy, Horror, Sci-Fi",94,R,Moderate,Severe,Severe,Moderate,Moderate
Year One,2009,4.9,95446,Comedy,97,PG-13,Moderate,Moderate,Moderate,Mild,Mild
Observe and Report,2009,5.8,62197,"Comedy, Crime, Drama",86,R,Severe,Moderate,Severe,Severe,Mild
Taxi,2004,4.5,41434,"Action, Comedy, Crime",97,PG-13,Moderate,Moderate,Moderate,Mild,None
Species II,1998,4.4,28643,"Action, Horror, Sci-Fi",93,R,Severe,Severe,Moderate,Mild,Severe
Paddington,2014,7.3,105614,"Animation, Adventure, Comedy",95,PG,None,Mild,None,Mild,Mild
The Clovehitch Killer,2018,6.6,22808,"Crime, Drama, Mystery",109,R,Moderate,Moderate,Mild,None,Moderate
Breach,2020,3.0,16444,"Action, Horror, Sci-Fi",92,R,Severe,Severe,Severe,Moderate,Moderate
Do lok tin si,1995,7.7,33181,"Comedy, Crime, Drama",99,R,Moderate,Moderate,Mild,Moderate,Mild
Buffalo '66,1998,7.5,51663,"Comedy, Drama, Romance",110,R,Mild,Moderate,Moderate,Mild,Moderate
A Room with a View,1985,7.3,41885,"Drama, Romance",117,R,Moderate,Mild,None,Mild,Mild
The Rocketeer,1991,6.5,55673,"Action, Adventure, Family",108,PG,None,Mild,Mild,Mild,Mild
Safe Haven,2013,6.7,107820,"Drama, Romance, Thriller",115,PG-13,Mild,Mild,Mild,Mild,Moderate
Cool Hand Luke,1967,8.1,170487,"Crime, Drama",127,,Mild,Mild,Mild,Mild,Moderate
The Terminal Man,1974,5.7,2221,"Horror, Sci-Fi, Thriller",107,PG,None,None,None,None,None
The Big Chill,1983,7.2,35267,"Comedy, Drama",105,R,Mild,None,Moderate,Moderate,Mild
Curse of Chucky,2013,5.6,36923,"Adventure, Comedy, Fantasy",97,R,Mild,Severe,Moderate,Mild,Moderate
RoboCop,2014,6.1,221688,"Action, Crime, Sci-Fi",117,PG-13,Mild,Moderate,Moderate,Mild,Moderate
Serenity,2019,5.4,39075,"Drama, Mystery, Thriller",106,R,Moderate,Mild,Moderate,Mild,Mild
Come from Away,2021,8.8,1571,"Comedy, Drama, Musical",106,PG-13,None,None,Moderate,Mild,None
Neighbors,2014,6.3,298106,Comedy,97,R,Severe,Mild,Severe,Severe,None
The Rhythm Section,2020,5.4,15846,"Action, Drama, Mystery",109,R,Mild,Moderate,Moderate,Moderate,Moderate
The Lone Ranger,2013,6.4,227651,"Action, Adventure, Western",150,PG-13,None,Moderate,Mild,Mild,Moderate
Speed Racer,2008,6.0,71302,"Action, Adventure, Comedy",135,PG,None,Mild,Mild,None,Mild
The Beach Bum,2019,5.5,20683,Comedy,95,R,Severe,Mild,Severe,Severe,Mild
American Pie 2,2001,6.4,247420,Comedy,108,R,Severe,Mild,Severe,Moderate,None
Above Suspicion,2019,5.6,4689,"Action, Biography, Crime",104,R,Mild,Severe,Moderate,Severe,Moderate
Killer Joe,2011,6.7,75709,"Crime, Drama, Thriller",102,R,Severe,Severe,Severe,Moderate,Severe
"Legally Blonde 2: Red, White & Blonde",2003,4.8,64245,Comedy,95,PG-13,None,None,Mild,None,None
King Kong,1976,5.9,31536,"Adventure, Horror",134,PG,Mild,Moderate,Mild,Mild,Moderate
G.I. Jane,1997,6.0,77700,"Action, Drama, War",125,R,Mild,Moderate,Moderate,Mild,Mild
The Fountain,2006,7.2,234133,"Drama, Mystery, Romance",97,PG-13,Mild,Moderate,Mild,None,Moderate
Dinner for Schmucks,2010,5.9,104056,Comedy,114,PG-13,Moderate,Mild,Moderate,Mild,Mild
Mortal Kombat Legends: Battle of the Realms,2021,6.6,4097,"Animation, Action, Adventure",80,R,None,Severe,Moderate,None,Moderate
The Return of the Texas Chainsaw Massacre,1994,3.3,21413,"Comedy, Horror, Thriller",87,R,Mild,Mild,Severe,Mild,Moderate
Madeo,2009,7.8,58858,"Crime, Drama, Mystery",129,R,Moderate,Moderate,Moderate,Mild,Moderate
Get Shorty,1995,6.9,80782,"Comedy, Crime, Thriller",105,R,Mild,Moderate,Severe,Moderate,None
I Am Mother,2019,6.7,83654,"Drama, Mystery, Sci-Fi",113,PG-13,None,Moderate,Mild,None,Mild
Den 12. mann,2017,7.4,23841,"Drama, History, Thriller",135,R,None,Severe,None,Mild,Severe
Staten Island Summer,2015,5.6,6942,"Comedy, Drama",108,R,Mild,Mild,Severe,Severe,None
V/H/S Viral,2014,4.2,15950,"Horror, Thriller",81,R,Moderate,Severe,Severe,Moderate,Severe
Little Monsters,1989,6.1,12406,"Adventure, Comedy, Family",100,PG,Mild,Moderate,Moderate,Mild,Moderate
Fun Size,2012,5.4,14231,"Adventure, Comedy",86,PG-13,Mild,Mild,Mild,Mild,Mild
Bottle Rocket,1996,7.0,73454,"Comedy, Crime, Drama",91,R,Mild,Mild,Moderate,Mild,None
Zathura: A Space Adventure,2005,6.2,98983,"Action, Adventure, Comedy",101,PG,None,Mild,Mild,None,Moderate
Escape Room,2017,4.2,11494,"Horror, Thriller",81,R,Moderate,Moderate,Moderate,Mild,Moderate
Menace II Society,1993,7.5,55261,"Crime, Drama, Thriller",97,R,Mild,Severe,Severe,Severe,Severe
Hachi: A Dog's Tale,2009,8.1,267501,"Biography, Drama, Family",93,G,None,None,None,None,Mild
L'amant,1992,6.9,20291,"Biography, Drama, Romance",115,R,Severe,Mild,Mild,Moderate,Mild
The 13th Warrior,1999,6.6,120562,"Action, Adventure, History",102,R,None,Moderate,None,Mild,Moderate
The Man in the Iron Mask,1998,6.5,161678,"Action, Adventure, Drama",132,PG-13,Mild,Mild,Mild,None,None
Ai no korîda,1976,6.6,19770,"Drama, Romance",109,R,Severe,Severe,Moderate,Mild,Severe
En kongelig affære,2012,7.5,46003,"Biography, Drama, History",137,R,Moderate,Mild,Mild,Mild,Mild
Psycho II,1983,6.5,26021,"Crime, Horror, Mystery",113,R,Mild,Severe,Mild,Mild,Severe
Stuart Little,1999,5.9,130074,"Adventure, Comedy, Family",84,PG,None,Mild,Mild,None,Mild
Rocky III,1982,6.8,181885,"Drama, Sport",99,PG,None,Moderate,Mild,Mild,Moderate
Super Troopers,2001,7.1,100571,"Comedy, Crime, Mystery",100,R,Moderate,Mild,Severe,Moderate,None
City of Lies,2018,6.5,10515,"Biography, Crime, Drama",112,R,Mild,Moderate,Severe,Moderate,Mild
Team America: World Police,2004,7.2,164565,"Action, Comedy",98,R,Severe,Severe,Severe,Mild,Mild
Gamer,2009,5.8,132645,"Action, Sci-Fi, Thriller",95,R,Severe,Severe,Severe,Moderate,Severe
Chronicle,2012,7.0,245159,"Action, Drama, Sci-Fi",89,PG-13,Mild,Moderate,Moderate,Mild,Severe
Exorcist: The Beginning,2004,5.1,36050,"Horror, Mystery, Thriller",114,R,Mild,Severe,Moderate,Mild,Severe
The Room,2019,6.0,18162,"Drama, Horror, Mystery",100,R,Moderate,Mild,Mild,Mild,Mild
What About Bob?,1991,7.0,66024,Comedy,99,PG,None,Mild,Mild,None,None
A Million Little Pieces,2018,6.2,2459,Drama,113,R,Severe,Mild,Moderate,Severe,Moderate
Remember Me,2010,7.1,142430,"Drama, Romance",113,PG-13,Moderate,Moderate,Moderate,Moderate,Moderate
Endless Love,2014,6.3,42765,"Drama, Romance",104,PG-13,Mild,Moderate,Moderate,Mild,Moderate
Ip Man,2008,8.0,217554,"Action, Biography, Drama",106,R,None,Moderate,Mild,Mild,Moderate
The Owners,2020,4.9,6762,"Comedy, Crime, Horror",92,R,Mild,Moderate,Severe,Mild,Moderate
The Three Musketeers,1993,6.4,52927,"Action, Adventure, Comedy",105,PG,Mild,Moderate,Mild,Mild,Moderate
Monte Carlo,2011,5.8,43176,"Adventure, Comedy, Family",109,PG,None,None,Mild,None,None
eXistenZ,1999,6.8,97224,"Horror, Sci-Fi, Thriller",97,R,Mild,Severe,Moderate,None,Moderate
The Omen,2006,5.5,57908,"Action, Adventure, Fantasy",110,R,None,Severe,Moderate,Mild,Severe
Assault on Precinct 13,1976,7.4,47462,"Action, Crime, Thriller",91,R,None,Severe,Moderate,Mild,Moderate
21 Grams,2003,7.6,231052,"Crime, Drama, Thriller",124,R,Moderate,Moderate,Moderate,Moderate,Moderate
The BFG,2016,6.4,81820,"Adventure, Family, Fantasy",117,PG,None,Mild,None,None,Mild
Vampire Academy,2014,5.5,53376,"Action, Comedy, Drama",104,PG-13,Mild,Moderate,Moderate,Mild,Mild
The Crucible,1996,6.8,36646,"Drama, History",124,PG-13,Moderate,Moderate,Mild,None,Moderate
Click,2006,6.4,317067,"Comedy, Drama, Fantasy",107,PG-13,Moderate,Mild,Moderate,Mild,Mild
All the President's Men,1976,8.0,109805,"Biography, Drama, History",138,PG,None,None,Moderate,Mild,Mild
Twins,1988,6.1,119219,"Comedy, Crime",107,PG,Mild,Moderate,Moderate,Mild,Mild
Between Earth and Sky,2018,5.8,14870,"Crime, Drama, Mystery",97,R,None,Moderate,Mild,None,Moderate
Lost in Space,1998,5.2,70890,"Action, Adventure, Family",130,PG-13,Mild,Mild,Mild,None,Mild
Cheaper by the Dozen,2003,5.9,98412,"Comedy, Family",98,PG,Mild,Mild,None,Mild,None
Books of Blood,2020,5.6,5615,"Drama, Horror, Mystery",107,R,Mild,Severe,Moderate,Mild,Moderate
Wild Child,2008,6.1,53326,"Comedy, Drama, Romance",98,PG-13,Mild,Mild,Moderate,Mild,None
The Net,1995,5.9,63902,"Action, Crime, Drama",114,PG-13,Mild,Mild,Moderate,Mild,Moderate
Trance,2013,6.9,112013,"Crime, Drama, Mystery",101,R,Severe,Severe,Moderate,Mild,Severe
Life Itself,2018,6.9,19730,"Drama, Romance",117,R,Mild,Moderate,Severe,Mild,Moderate
Believe Me: The Abduction of Lisa McVey,2018,7.2,9254,"Biography, Crime, Drama",87,PG-13,Moderate,Moderate,Mild,Mild,Severe
Bite,2015,4.9,4799,Horror,88,R,Moderate,Severe,Mild,Mild,Severe
The Saint,1997,6.2,65804,"Action, Adventure, Romance",116,PG-13,Mild,Mild,Mild,Moderate,Mild
Being John Malkovich,1999,7.7,323825,"Comedy, Drama, Fantasy",113,R,Moderate,Mild,Moderate,Mild,Mild
The Host,2013,5.9,113055,"Action, Adventure, Drama",125,PG-13,None,None,None,None,None
The Illusionist,2006,7.6,363166,"Drama, Fantasy, Mystery",110,PG-13,Mild,Mild,Mild,Mild,Mild
Adaptation.,2002,7.7,186497,"Comedy, Drama",115,R,Moderate,Moderate,Moderate,Moderate,Moderate
A Most Wanted Man,2014,6.8,74739,"Crime, Drama, Thriller",122,R,None,Mild,Moderate,Moderate,Moderate
Home Alone 2: Lost in New York,1992,6.8,324043,"Adventure, Comedy, Crime",120,PG,None,Moderate,Mild,Mild,Moderate
Some Kind of Wonderful,1987,7.1,29828,"Drama, Romance",95,PG-13,Mild,None,Mild,Mild,None
Ghosts of Mississippi,1996,6.7,10832,"Drama, History",130,PG-13,None,Moderate,Moderate,Mild,Mild
Solace,2015,6.4,59436,"Crime, Drama, Mystery",101,R,Moderate,Moderate,Mild,Mild,Moderate
Cocoon,1985,6.7,60414,"Comedy, Drama, Sci-Fi",117,PG-13,Mild,Mild,Mild,Mild,Mild
"Double, Double Toil and Trouble",1993,5.9,3417,"Adventure, Comedy, Family",96,PG,None,Mild,None,None,Mild
August: Osage County,2013,7.2,87614,"Comedy, Drama",121,R,Mild,Mild,Severe,Moderate,Mild
The Client,1994,6.8,63669,"Crime, Drama, Mystery",119,PG-13,None,Mild,Moderate,Moderate,Moderate
Glory,1989,7.8,130083,"Biography, Drama, History",122,R,None,Severe,Moderate,Mild,Severe
Polytechnique,2009,7.2,15125,"Crime, Drama, History",77,R,None,Severe,Mild,Mild,Severe
Haute tension,2003,6.8,70045,Horror,91,R,Moderate,Severe,Moderate,Mild,Severe
Insurgent,2015,6.2,226861,"Action, Adventure, Sci-Fi",119,PG-13,Mild,Moderate,Mild,None,Moderate
The Spirit,2008,4.8,60537,"Action, Crime, Fantasy",103,PG-13,Mild,Severe,Moderate,Moderate,Severe
Krull,1983,6.1,31840,"Action, Adventure, Fantasy",116,PG,None,Mild,None,None,Moderate
The Island of Dr. Moreau,1996,4.6,32645,"Horror, Sci-Fi, Thriller",96,PG-13,Mild,Severe,Mild,Mild,Moderate
Stripes,1981,6.9,69283,"Comedy, War",106,R,Moderate,Mild,Moderate,Mild,None
Anon,2018,6.1,41062,"Crime, Sci-Fi, Thriller",100,R,Severe,Moderate,Moderate,Moderate,Moderate
The Lorax,2012,6.4,104931,"Animation, Adventure, Comedy",86,PG,None,Mild,None,None,Mild
The Report,2019,7.2,38746,"Biography, Crime, Drama",119,R,Mild,Severe,Moderate,None,Moderate
True History of the Kelly Gang,2019,6.0,9824,"Biography, Crime, Drama",124,R,Moderate,Severe,Severe,Mild,Severe
Hard Candy,2005,7.1,157776,"Drama, Thriller",104,R,Moderate,Moderate,Moderate,Mild,Severe
A Star Is Born,1976,6.1,10918,"Drama, Music, Romance",139,R,Mild,None,Moderate,Moderate,None
The Bourne Supremacy,2004,7.7,447254,"Action, Mystery, Thriller",108,PG-13,Mild,Moderate,Moderate,Mild,Moderate
The Thomas Crown Affair,1999,6.9,90049,"Crime, Romance, Thriller",113,R,Moderate,None,Mild,Mild,None
No Escape,2015,6.8,82893,"Action, Thriller",103,R,None,Severe,Moderate,Mild,Severe
Paterson,2016,7.4,76293,"Comedy, Drama, Romance",118,R,None,None,Mild,Mild,None
The Heat,2013,6.6,166846,"Action, Comedy, Crime",117,R,Mild,Moderate,Severe,Moderate,Moderate
Escape from L.A.,1996,5.7,72505,"Action, Adventure, Sci-Fi",101,R,Mild,Moderate,Moderate,Mild,Moderate
The Words,2012,7.0,76551,"Drama, Mystery, Romance",102,PG-13,Mild,Mild,Mild,Mild,None
Spy Kids 2: Island of Lost Dreams,2002,5.2,64885,"Action, Adventure, Comedy",100,PG,None,Mild,Mild,Mild,Mild
Serpico,1973,7.7,117127,"Biography, Crime, Drama",130,R,Moderate,Moderate,Severe,Moderate,Moderate
Out of the Furnace,2013,6.8,111654,"Action, Crime, Drama",116,R,None,Severe,Severe,Severe,Severe
Doom,2005,5.2,110995,"Action, Horror, Sci-Fi",105,R,Mild,Severe,Severe,Mild,Moderate
Songwriter,1984,6.3,704,"Drama, Music",94,R,Mild,Mild,Mild,Moderate,None
The Lair of the White Worm,1988,5.9,12054,"Comedy, Horror",93,R,Moderate,Moderate,Moderate,Mild,Moderate
Blue Lagoon: The Awakening,2012,5.5,14299,"Drama, Romance",85,PG-13,Mild,Mild,Mild,None,Mild
Unfriended,2014,5.5,72549,"Horror, Mystery, Thriller",83,R,Moderate,Severe,Severe,Moderate,Severe
Penguin Bloom,2020,6.8,8403,Drama,95,PG-13,None,Mild,None,None,Moderate
Jeune et jolie,2013,6.7,33851,"Drama, Romance",95,R,Severe,Mild,Mild,Mild,Mild
You Don't Mess with the Zohan,2008,5.5,196120,Comedy,113,PG-13,Moderate,Mild,Moderate,Mild,None
The Human Centipede III (Final Sequence),2015,2.7,15932,"Comedy, Horror",102,R,Severe,Severe,Severe,Moderate,Severe
Dream Horse,2020,6.9,2633,"Biography, Comedy, Drama",113,PG,None,Mild,Mild,Moderate,Mild
Ted 2,2015,6.3,195412,Comedy,115,R,Moderate,Mild,Severe,Severe,Mild
Pan,2015,5.7,62426,"Adventure, Comedy, Family",111,PG,None,Mild,Mild,None,Moderate
Rat Race,2001,6.4,112517,"Action, Adventure, Comedy",112,PG-13,Mild,Mild,Moderate,Mild,None
The Little Hours,2017,5.8,21713,"Comedy, Romance",90,R,Moderate,Mild,Severe,Mild,Mild
Blast from the Past,1999,6.6,62518,"Comedy, Drama, Romance",112,PG-13,Mild,None,Mild,Mild,Mild
The Hours,2002,7.5,128263,"Drama, Romance",110,PG-13,None,None,Mild,Mild,Moderate
The Woman in Black,2012,6.4,178555,"Drama, Fantasy, Horror",95,PG-13,None,Moderate,Mild,Mild,Severe
The House Bunny,2008,5.5,81811,"Comedy, Romance",97,PG-13,Mild,None,Mild,Mild,None
Trial by Fire,2018,7.1,8688,"Biography, Drama",127,R,Mild,Moderate,Severe,Mild,Moderate
Swordfish,2001,6.5,181964,"Action, Crime, Thriller",99,R,Moderate,Moderate,Severe,Moderate,Moderate
The Endless,2017,6.5,38549,"Drama, Fantasy, Horror",111,R,None,Mild,Severe,Mild,Moderate
The Other Woman,2014,6.0,135373,"Comedy, Romance",109,PG-13,Mild,Mild,Moderate,Moderate,None
Leave No Trace,2018,7.2,55534,"Adventure, Drama",109,PG,None,Mild,None,Mild,Mild
WolfWalkers,2020,8.1,25963,"Animation, Adventure, Family",103,PG,None,Mild,None,None,Mild
Ying xiong,2002,7.9,177804,"Action, Adventure, History",120,PG-13,Mild,Moderate,None,None,Mild
Once Bitten,1985,5.5,14195,"Comedy, Drama, Fantasy",94,PG-13,Mild,Mild,Mild,Moderate,Mild
The Nest,2020,6.3,10278,"Drama, Romance",107,R,Moderate,Mild,Moderate,Moderate,None
Shaft,2019,6.4,49598,"Action, Comedy, Crime",111,R,Moderate,Moderate,Severe,Moderate,Mild
"Hail, Caesar!",2016,6.3,129030,"Comedy, Drama, Music",106,PG-13,None,Mild,Mild,Mild,None
"Me, Myself & Irene",2000,6.6,230337,Comedy,116,R,Moderate,Moderate,Severe,Mild,Mild
A River Runs Through It,1992,7.2,56009,Drama,123,PG,Mild,Mild,Mild,Mild,Mild
Villains,2019,6.2,11567,"Comedy, Drama, Horror",90,R,Mild,Moderate,Severe,Moderate,Moderate
Foxcatcher,2014,7.0,138695,"Biography, Drama, History",134,R,Mild,Moderate,Mild,Moderate,Moderate
Flatliners,2017,5.2,45051,"Drama, Horror, Mystery",109,PG-13,Mild,Moderate,Mild,Mild,Moderate
Glengarry Glen Ross,1992,7.7,101084,"Crime, Drama, Mystery",100,R,None,None,Severe,Mild,None
Becky,2020,5.9,14816,"Action, Crime, Drama",93,R,None,Severe,Moderate,None,Moderate
Adrift,2018,6.6,52099,"Action, Adventure, Biography",96,PG-13,Mild,Mild,Mild,Mild,Moderate
Destroyer,2018,6.2,27709,"Action, Crime, Drama",121,R,Moderate,Moderate,Severe,Moderate,Moderate
In the Shadow of the Moon,2019,6.2,46340,"Crime, Mystery, Sci-Fi",115,R,Mild,Moderate,Moderate,Mild,Mild
Cinderella Man,2005,8.0,181770,"Biography, Drama, History",144,PG-13,None,Moderate,Moderate,Mild,Moderate
Sputnik,2020,6.4,21193,"Drama, Horror, Mystery",113,R,Mild,Severe,None,None,Moderate
Dark Skies,2013,6.3,73503,"Horror, Sci-Fi, Thriller",97,PG-13,Mild,Moderate,Mild,Mild,Severe
Bloody Hell,2020,6.6,4760,"Action, Comedy, Horror",93,R,None,Moderate,Severe,Mild,Moderate
Cat People,1982,6.2,20284,"Fantasy, Horror, Thriller",118,R,Moderate,Moderate,Mild,None,Moderate
The Purge: Election Year,2016,6.0,95721,"Action, Horror, Sci-Fi",108,R,Mild,Severe,Severe,Mild,Severe
Despicable Me 3,2017,6.3,122713,"Animation, Adventure, Comedy",89,PG,Mild,Mild,Mild,None,Mild
Nurse 3-D,2013,4.5,10200,"Horror, Thriller",84,R,Moderate,Severe,Moderate,Mild,Severe
Mou gaan dou,2002,8.0,121532,"Action, Crime, Drama",101,R,None,Moderate,Mild,Moderate,Moderate
The Break-Up,2006,5.8,129197,"Comedy, Drama, Romance",106,PG-13,Mild,Mild,Moderate,Mild,None
Bugsy Malone,1976,6.8,17228,"Comedy, Crime, Family",93,G,None,None,None,Mild,None
Durante la tormenta,2018,7.4,49608,"Drama, Fantasy, Mystery",128,R,Mild,Mild,Mild,Mild,Mild
The Benchwarmers,2006,5.5,49754,"Comedy, Sport",85,PG-13,Mild,Mild,Mild,Mild,None
The Other Boleyn Girl,2008,6.7,108576,"Biography, Drama, History",115,PG-13,Moderate,Moderate,Mild,Mild,Moderate
Dreamland,2019,5.8,4782,"Drama, Thriller",98,R,Moderate,Mild,Moderate,None,Mild
The Golden Child,1986,6.0,54371,"Action, Adventure, Comedy",94,PG-13,Mild,Moderate,Mild,Mild,Mild
Secondhand Lions,2003,7.5,55894,"Comedy, Drama, Family",111,PG,Mild,Mild,Mild,Mild,Mild
Allegiant,2016,5.7,115284,"Action, Adventure, Mystery",120,PG-13,Mild,Mild,Mild,None,Mild
Cam,2018,5.9,29553,"Drama, Horror, Mystery",94,R,Severe,Moderate,Moderate,Mild,Moderate
Rush Hour 3,2007,6.2,160113,"Action, Comedy, Crime",91,PG-13,Moderate,Moderate,Moderate,Mild,Moderate
Patriot Games,1992,6.9,107865,"Action, Thriller",117,R,Mild,Moderate,Moderate,Mild,Moderate
Point Break,2015,5.3,60698,"Action, Adventure, Crime",114,PG-13,Mild,Moderate,Moderate,Mild,Moderate
Water,1985,6.1,2362,"Adventure, Comedy, Drama",115,PG-13,Moderate,Mild,Moderate,Mild,Mild
Animal Kingdom,2010,7.3,56420,"Crime, Drama",113,R,None,Moderate,Severe,Severe,Moderate
The Taking,2014,6.0,29133,"Horror, Mystery, Thriller",90,R,Mild,Moderate,Moderate,Mild,Severe
Judge Dredd,1995,5.6,114448,"Action, Crime, Sci-Fi",96,R,None,Severe,Mild,Mild,Moderate
Sin-gwa ham-kke: Jwi-wa beol,2017,7.3,13707,"Action, Drama, Fantasy",139,R,None,Moderate,Moderate,Mild,Moderate
Bull Durham,1988,7.1,51638,"Comedy, Romance, Sport",108,R,Moderate,Mild,Severe,Mild,None
Ophelia,2018,6.6,9539,"Drama, Romance, Thriller",114,PG-13,Mild,Mild,None,None,Mild
Lars and the Real Girl,2007,7.3,142000,"Comedy, Drama, Romance",106,PG-13,Mild,None,Mild,Mild,None
The Skeleton Key,2005,6.5,110280,"Drama, Horror, Mystery",104,PG-13,Mild,Moderate,Mild,Mild,Moderate
The Perfection,2018,6.2,39662,"Drama, Horror, Music",90,R,Moderate,Severe,Severe,Moderate,Severe
Frances Ha,2012,7.5,79230,"Comedy, Drama, Romance",86,R,Mild,None,Moderate,Mild,None
Sin nombre,2009,7.6,32071,"Adventure, Crime, Drama",96,R,Moderate,Severe,Moderate,Moderate,Moderate
Boys Don't Cry,1999,7.5,95199,"Biography, Crime, Drama",118,R,Severe,Severe,Severe,Moderate,Severe
Between Two Ferns: The Movie,2019,6.1,29180,Comedy,82,R,Mild,Mild,Moderate,Mild,None
Joe Dirt,2001,6.0,54504,"Adventure, Comedy, Drama",91,PG-13,Moderate,Mild,Moderate,Mild,Mild
Now and Then,1995,6.8,28474,"Comedy, Drama, Romance",100,PG-13,Mild,Mild,Mild,Mild,Mild
The Transporter,2002,6.8,293541,"Action, Crime, Thriller",92,PG-13,Mild,Moderate,Moderate,Mild,Moderate
The Wolf of Snow Hollow,2020,6.2,15505,"Comedy, Horror, Mystery",83,R,Mild,Severe,Severe,Moderate,Moderate
Taeksi woonjunsa,2017,7.9,20311,"Action, Drama, History",137,R,None,Moderate,Mild,Mild,Moderate
Outside the Wire,2021,5.4,38983,"Action, Adventure, Fantasy",114,R,None,Moderate,Severe,Mild,Moderate
Ran,1985,8.2,119814,"Action, Drama, War",162,R,None,Severe,Mild,None,Moderate
Disaster Movie,2008,1.9,89557,"Comedy, Sci-Fi",87,PG-13,Moderate,Severe,Severe,Severe,Severe
Hot Shots!,1991,6.8,103840,"Action, Comedy",84,PG-13,Mild,Mild,Moderate,Mild,None
Trolls,2016,6.5,76495,"Animation, Adventure, Comedy",92,PG,None,None,Mild,None,Mild
Der Name der Rose,1986,7.7,105392,"Crime, Drama, Mystery",130,R,Moderate,Moderate,Mild,None,Moderate
Short Circuit,1986,6.7,59570,"Comedy, Family, Sci-Fi",98,PG,Mild,Mild,Moderate,Mild,Mild
The Proposition,2005,7.3,51575,"Crime, Drama, Western",104,R,Mild,Severe,Severe,Mild,Severe
Doomsday,2008,5.9,75410,"Action, Sci-Fi, Thriller",113,R,Mild,Severe,Severe,Mild,Moderate
Song to Song,2017,5.7,20192,"Drama, Music, Romance",129,R,Moderate,Mild,Moderate,Moderate,None
Dragged Across Concrete,2018,6.9,42145,"Action, Crime, Drama",158,R,Moderate,Severe,Moderate,Mild,Severe
Get Smart,2008,6.5,210717,"Action, Adventure, Comedy",110,PG-13,Mild,Mild,Mild,None,Mild
The Long Kiss Goodnight,1996,6.8,76733,"Action, Crime, Drama",121,R,Mild,Severe,Severe,Mild,Moderate
Cocktail,1988,5.9,82400,"Comedy, Drama, Romance",104,R,Mild,Moderate,Moderate,Moderate,Mild
10 Years,2011,6.1,25016,"Comedy, Drama, Romance",110,PG-13,Mild,None,Mild,Mild,None
House at the End of the Street,2012,5.6,75314,"Drama, Horror, Thriller",101,PG-13,Mild,Moderate,Mild,Mild,Moderate
Twist,2021,4.1,2261,"Action, Drama",90,R,Mild,Moderate,Moderate,Moderate,Mild
Young Guns,1988,6.9,58138,"Action, Western",107,R,Mild,Moderate,Moderate,Moderate,Mild
The Postman,1997,6.1,71409,"Action, Adventure, Drama",177,R,Moderate,Moderate,Mild,Mild,Moderate
Shin Evangelion Gekijôban,2021,8.1,6327,"Animation, Action, Drama",154,R,Moderate,Moderate,Mild,None,Severe
Dumbo,2019,6.3,71014,"Adventure, Family, Fantasy",112,PG,None,Mild,None,None,Mild
Step Up,2006,6.5,114396,"Crime, Drama, Music",104,PG-13,None,Mild,Mild,Mild,Mild
World Trade Center,2006,5.9,81885,"Drama, History, Thriller",129,PG-13,None,Moderate,Moderate,Mild,Severe
Seventh Son,2014,5.5,74580,"Action, Adventure, Fantasy",102,PG-13,None,Moderate,Mild,Mild,Mild
Failure to Launch,2006,5.6,77577,"Comedy, Romance",97,PG-13,Mild,Mild,Mild,Mild,None
Out of Sight,1998,7.0,89535,"Comedy, Crime, Drama",123,R,Mild,Moderate,Severe,Mild,Mild
Small Soldiers,1998,6.2,96238,"Action, Adventure, Comedy",108,PG-13,None,Mild,Mild,Mild,Mild
The Glass Castle,2017,7.1,31906,"Biography, Drama",127,PG-13,Mild,Mild,Moderate,Moderate,Moderate
Revolver,2005,6.4,92713,"Action, Crime, Drama",111,R,Moderate,Severe,Severe,Moderate,Moderate
Evan Almighty,2007,5.4,143357,"Comedy, Family, Fantasy",96,PG,Mild,Mild,Mild,None,None
Cabin Fever,2002,5.6,76101,Horror,93,R,Moderate,Severe,Severe,Moderate,Severe
37°2 le matin,1986,7.4,20377,"Drama, Romance",185,R,Severe,Moderate,Moderate,Moderate,Moderate
First Cow,2019,7.1,15010,"Drama, Western",122,PG-13,None,None,Mild,Mild,Mild
The Brown Bunny,2003,5.0,15043,Drama,93,R,Severe,Mild,Mild,Mild,None
Snakes on a Plane,2006,5.4,136125,"Action, Adventure, Crime",105,R,Moderate,Moderate,Moderate,Moderate,Moderate
The Bridges of Madison County,1995,7.6,77264,"Drama, Romance",135,PG-13,Moderate,None,Mild,Mild,None
Can't Hardly Wait,1998,6.5,48497,"Comedy, Romance",100,PG-13,Mild,None,Moderate,Severe,None
My Own Private Idaho,1991,7.0,53866,Drama,104,R,Moderate,Mild,Moderate,Moderate,Moderate
The Laundromat,2019,6.3,47733,"Comedy, Crime, Drama",96,R,Moderate,Mild,Mild,Mild,Mild
Taken 2,2012,6.3,297908,"Action, Crime, Thriller",92,PG-13,Mild,Moderate,Mild,Mild,Moderate
